"Sample","Dilution","Count","CFU_Count","Cq","Quantity","CFU_TaqMan","Date_Collected","Collected_By"
"ZH_8","N5.2",20,4e+07,"22.790124895645498",95.0761415268995,33150676.9619594,"20241015","ZH"
"ZH_9","N3",NA,NA,"22.77035648491509",96.1896430853874,33538927.1566902,"20241015","ZH"
"ZH_9","N3",NA,NA,"22.587316539988585",107.139590179787,37356900.3416274,"20241015","ZH"
"ZH_9","N3",NA,NA,"22.672872518522425",101.874323617437,35521033.3394132,"20241015","ZH"
"ZH_9","N3.1",NA,NA,"22.77035648491509",96.1896430853874,33538927.1566902,"20241015","ZH"
"ZH_9","N3.1",NA,NA,"22.587316539988585",107.139590179787,37356900.3416274,"20241015","ZH"
"ZH_9","N3.1",NA,NA,"22.672872518522425",101.874323617437,35521033.3394132,"20241015","ZH"
"ZH_9","N3.2",NA,NA,"22.77035648491509",96.1896430853874,33538927.1566902,"20241015","ZH"
"ZH_9","N3.2",NA,NA,"22.587316539988585",107.139590179787,37356900.3416274,"20241015","ZH"
"ZH_9","N3.2",NA,NA,"22.672872518522425",101.874323617437,35521033.3394132,"20241015","ZH"
"ZH_9","N4",NA,NA,"22.77035648491509",96.1896430853874,33538927.1566902,"20241015","ZH"
"ZH_9","N4",NA,NA,"22.587316539988585",107.139590179787,37356900.3416274,"20241015","ZH"
"ZH_9","N4",NA,NA,"22.672872518522425",101.874323617437,35521033.3394132,"20241015","ZH"
"ZH_9","N4.1",NA,NA,"22.77035648491509",96.1896430853874,33538927.1566902,"20241015","ZH"
"ZH_9","N4.1",NA,NA,"22.587316539988585",107.139590179787,37356900.3416274,"20241015","ZH"
"ZH_9","N4.1",NA,NA,"22.672872518522425",101.874323617437,35521033.3394132,"20241015","ZH"
"ZH_9","N4.2",NA,NA,"22.77035648491509",96.1896430853874,33538927.1566902,"20241015","ZH"
"ZH_9","N4.2",NA,NA,"22.587316539988585",107.139590179787,37356900.3416274,"20241015","ZH"
"ZH_9","N4.2",NA,NA,"22.672872518522425",101.874323617437,35521033.3394132,"20241015","ZH"
"ZH_9","N5",28,5.6e+07,"22.77035648491509",96.1896430853874,33538927.1566902,"20241015","ZH"
"ZH_9","N5",28,5.6e+07,"22.587316539988585",107.139590179787,37356900.3416274,"20241015","ZH"
"ZH_9","N5",28,5.6e+07,"22.672872518522425",101.874323617437,35521033.3394132,"20241015","ZH"
"ZH_9","N5.1",26,5.2e+07,"22.77035648491509",96.1896430853874,33538927.1566902,"20241015","ZH"
"ZH_9","N5.1",26,5.2e+07,"22.587316539988585",107.139590179787,37356900.3416274,"20241015","ZH"
"ZH_9","N5.1",26,5.2e+07,"22.672872518522425",101.874323617437,35521033.3394132,"20241015","ZH"
"ZH_9","N5.2",24,4.8e+07,"22.77035648491509",96.1896430853874,33538927.1566902,"20241015","ZH"
"ZH_9","N5.2",24,4.8e+07,"22.587316539988585",107.139590179787,37356900.3416274,"20241015","ZH"
"ZH_9","N5.2",24,4.8e+07,"22.672872518522425",101.874323617437,35521033.3394132,"20241015","ZH"
"ZH_10","N3",NA,NA,"25.134965225322716",23.8924538779694,8330702.18897119,"20241015","ZH"
"ZH_10","N3",NA,NA,"25.03850577238709",25.2892011337131,8817713.08706871,"20241015","ZH"
"ZH_10","N3",NA,NA,"25.197644660521036",23.0264686676899,8028754.76558225,"20241015","ZH"
"ZH_10","N3.1",NA,NA,"25.134965225322716",23.8924538779694,8330702.18897119,"20241015","ZH"
"ZH_10","N3.1",NA,NA,"25.03850577238709",25.2892011337131,8817713.08706871,"20241015","ZH"
"ZH_10","N3.1",NA,NA,"25.197644660521036",23.0264686676899,8028754.76558225,"20241015","ZH"
"ZH_10","N3.2",NA,NA,"25.134965225322716",23.8924538779694,8330702.18897119,"20241015","ZH"
"ZH_10","N3.2",NA,NA,"25.03850577238709",25.2892011337131,8817713.08706871,"20241015","ZH"
"ZH_10","N3.2",NA,NA,"25.197644660521036",23.0264686676899,8028754.76558225,"20241015","ZH"
"ZH_10","N4",NA,NA,"25.134965225322716",23.8924538779694,8330702.18897119,"20241015","ZH"
"ZH_10","N4",NA,NA,"25.03850577238709",25.2892011337131,8817713.08706871,"20241015","ZH"
"ZH_10","N4",NA,NA,"25.197644660521036",23.0264686676899,8028754.76558225,"20241015","ZH"
"ZH_10","N4.1",NA,NA,"25.134965225322716",23.8924538779694,8330702.18897119,"20241015","ZH"
